전시장명,참고,위도,경도,사이트주소,운영시간,운영시간,무료주차여부,유료주차여부,휠체어,장애인화장실여부,안내견동반가능여부,점자,오디어해설
FCLTY_NM,CTGRY_ONE_NM,LC_LA,LC_LO,HMPG_URL,RSTDE_GUID_CN,OPER_TIME,FRE_PARKNG_AT,CHGD_PARKNG_AT,WCHAIR_HOLD_AT,DSPSN_TOILET_AT,GUID_DOG_ACP_POSBL_AT,BRLL_GUID_AT,KLANG_VIC_GUID_AT
더존실키팜,문화관광/명소,37.03197033,127.947741,smartstore.naver.com/silkyfarm,법정공휴일 휴무,평일 09:00 - 06:00,N,N,N,N,N,N,N
더츠커피테마파크,문화관광/명소,35.78801242,128.636118,,,,N,N,N,N,N,N,N
더카트인통영,문화관광/명소,34.89808613,128.351682,www.thekartin.com/Home.kart,,"월-목 10:00 - 18:00
금-일 10:00 - 19:00",Y,N,N,Y,Y,Y,N
더크로스비골프클럽,레저/체육/공원,37.23391221,127.411092,www.thecrosbygc.co.kr/,,06:00 - 21:00,Y,N,N,N,N,N,N
더클래식아트홀,전시/공연,35.81994129,127.122471,theclassicarthall.modoo.at/,,공연별상이,N,N,N,Y,Y,N,N
더클래식CC,레저/체육/공원,33.3706271,126.679889,www.theclassicresort.com/,,,Y,N,N,N,N,N,N
더키즈아트미술관,전시/공연,35.86964278,128.620567,,블로그 참조,일 11:00 - 16:00,N,N,N,N,N,N,Y
더킹연습실,전시/공연,37.48394999,126.98636,cafe.naver.com/thekinghall1/5,연중무휴,00:00 - 24:00,N,N,N,N,Y,N,N
더페어스,전시/공연,37.38570303,127.12571,www.thefairs.co.kr/,,,N,N,N,N,N,N,N
더프라자 골프 레인지,레저/체육/공원,37.46913769,127.041632,tpzstudio.com/,무휴,"월~금 06:00-23:00
토~일 09:00-23:00",Y,Y,N,N,N,N,N
더프로골프실내연습장,레저/체육/공원,34.5645519,126.608223,,,09:00 - 23:00,Y,N,N,N,N,N,N
더플래닛,전시/공연,33.25521631,126.412973,theplanet.kr/,매주 화요일,10:00 ~ 18:00,Y,N,N,Y,N,Y,Y
더플레이어스GC,레저/체육/공원,37.77756517,127.750635,www.playersgc.com,,,Y,N,N,N,N,N,N
더허니꿀체험스토리,문화관광/명소,37.20275405,127.311159,cafe.naver.com/thehoney015,,매일 10:00 - 16:00,Y,N,N,N,Y,N,N
더힐컨트리클럽,레저/체육/공원,36.27732962,127.170573,www.thehill.co.kr/,,,Y,N,N,N,N,N,N
덕구온천군립공원,레저/체육/공원,37.08058551,129.285452,www.dukgu.com,무휴,06:00~22:00,N,N,Y,Y,Y,Y,Y
덕동계곡산림욕장,문화관광/명소,37.21031909,127.96201,,,,N,N,N,N,Y,N,N
덕동생태관,전시/공연,37.21031909,127.96201,,매주 월요일,10:00~17:00,N,N,N,N,N,N,N
덕동생태숲,문화관광/명소,37.21092339,127.960823,,,,N,N,N,N,Y,N,N
덕동해수욕장,문화관광/명소,34.62597554,128.249779,www.utour.go.kr/utour.web,무휴,상시개방,N,N,N,N,Y,N,N
덕매유원지,문화관광/명소,37.688008,126.926505,,,,N,N,N,N,N,N,N
덕바위눈썰매장,레저/체육/공원,36.23850864,127.184591,www.deokbawi.co.kr/information,매주 월요일,"10:00 ~ 12:00

13:00 ~ 15:00

15:30 ~ 17:00",Y,N,N,N,Y,N,N
덕산대체력단련장,레저/체육/공원,37.16015916,126.939791,welfare.navy.mil.kr/GolfDuckUseCourse.do?menu=1&bo_id=201,,,Y,N,N,Y,N,N,N
덕산도립공원,레저/체육/공원,36.66572645,126.627454,,,"매일
09:00 - 18:00",Y,N,N,Y,Y,N,N
덕산도립공원,레저/체육/공원,36.70413698,126.625185,,,매일09:00 - 18:00,Y,N,N,Y,Y,N,N
덕산산림욕장,문화관광/명소,37.71608762,126.378782,www.ganghwa.go.kr/open_content/main/part/clean/green_deoksan.jsp,,,Y,N,N,N,Y,N,N
덕산온천눈썰매장,레저/체육/공원,36.68139745,126.61769,,,,N,N,N,N,N,N,N
덕산해수욕장,문화관광/명소,37.37972371,129.244772,www.samcheok.go.kr/tour/01456/01466/02200.web,,,Y,N,N,N,Y,N,N
덕성여자대학교박물관,전시/공연,37.64950908,127.016395,www.duksung.ac.kr/contents/contents.do?ciIdx=119&menuId=1044,"주말, 공휴일 및 개교기념일",10:00~16:00,Y,Y,N,Y,Y,Y,N
덕소자연사박물관,전시/공연,37.58001247,127.230046,www.duksomuseum.com/,"매주 월요일, 1월 1일, 설날, 추석 (월요일이 공휴일일 경우 다음날 )",오3월~11월: 10:00-18:00 / 12~2월 : 10:00-17:00,Y,N,N,Y,Y,Y,Y
덕수공원,레저/체육/공원,36.0453933,129.36109,tripallways.com/trip/2165,무휴,00:00~24:00,Y,N,N,N,Y,N,N
덕수궁,문화관광/명소,37.56608683,126.973726,www.deoksugung.go.kr,매주 월요일,화~일 09:00~21:00,N,Y,Y,Y,Y,Y,Y
덕수궁미술관,전시/공연,37.56608683,126.973726,www.mmca.go.kr/visitingInfo/deoksugungInfo.do,"1월1일, 매주 월요일","화, 목, 금, 일요일
10:00-18:00

수,토요일
10:00-21:00
(18:00-21:00 야간개장)",N,N,Y,Y,Y,N,Y
덕신해변,문화관광/명소,36.87467502,129.404995,,,,N,N,N,N,Y,N,N
덕실관,전시/공연,36.1500422,129.305795,,매주 월요일,오전 10시-오후 5시,Y,N,Y,N,Y,N,N
덕실마을얼음썰매장,레저/체육/공원,36.14944968,129.303269,,,09:00~17:00,Y,N,N,N,N,N,N
덕암야구장,레저/체육/공원,36.43362192,127.420232,www.gameone.kr/league/intro/ground/?lig_idx=63,연중무휴,예약제,Y,N,N,N,N,N,N
덕암축구센터,레저/체육/공원,36.43809962,127.415803,www.daejeon.go.kr/drh/DrhContentsHtmlView.do?menuSeq=4797,연중무휴,06:00-22:00,Y,N,N,N,N,Y,N
덕암축구센터풋살장,레저/체육/공원,36.43809962,127.415803,www.daejeon.go.kr/drh/DrhContentsHtmlView.do?menuSeq=4797,연중무휴,17:00-22:00,Y,N,N,N,N,N,N
덕영아트홀,전시/공연,35.8707882,128.586579,,,,N,N,N,N,N,N,N
덕원해수욕장,문화관광/명소,34.78685283,128.533208,,,,N,Y,N,N,Y,N,N
덕유산국립공원,레저/체육/공원,35.90087923,127.775198,www.knps.or.kr/front/portal/visit/visitCourseMain.do?parkId=120800&menuNo=7020089,"공원별 계절별 산불조심기간 중 입산 통제, 기간은 홈페이지 참조","계절별 탐방로별 입장 및 통제시간 상이, 시간은 홈페이지 참조",Y,N,N,N,Y,N,N
덕유산CC,레저/체육/공원,35.88979894,127.73139,www.mdysresort.com/golf/golf_intro.asp,사전문의,예약제,Y,N,N,N,N,N,N
덕적친환경에너지홍보관,전시/공연,37.22314982,126.115099,,,,N,N,N,N,N,N,N
덕주산성,문화관광/명소,36.87957118,128.095818,,,,N,N,N,N,Y,N,N
덕진예술회관,전시/공연,35.84775174,127.119375,tour.jeonju.go.kr,연중무휴,11:00~19:30,Y,N,N,Y,Y,N,N
덕천해수욕장,문화관광/명소,36.56442683,129.411995,,,,Y,N,N,N,Y,Y,N
덕평공룡수목원,문화관광/명소,37.23231889,127.337228,"	www.dinovill.com/","	연중무휴","	09:00~18:00 (동절기 평일 17:00)
입장은 마감시간 1시간 30분 전까지 가능",Y,N,Y,N,Y,Y,N
덕포진교육박물관,전시/공연,37.65065352,126.538722,"	www.덕포진교육박물관.kr",연중무휴,"오전 10시~ 오후 18시 (03월-11월)
오전 10시~오후 17시 (12월-02월)",Y,N,N,Y,Y,Y,Y
덕포진전시관,전시/공연,37.649763,126.536654,,연중무휴,09:00~18:00,Y,N,N,Y,Y,Y,N
덕포해수욕장,문화관광/명소,34.91446393,128.701213,,무휴,상시개방,N,N,N,N,Y,N,N
덕풍계곡권역행복문화센터,전시/공연,37.15006916,129.205955,,,,Y,N,N,N,Y,Y,N
덕풍계곡유원지,문화관광/명소,37.11164964,129.148993,www.samcheok.go.kr/tour/01456/01467/01492.web?amode=view&idx=154,,,N,N,N,N,Y,N,N
덕호문화센터,전시/공연,35.85474922,128.618532,,매주 일요일,"평일 09:00-18:00
토요일 ",N,N,N,N,N,N,N
덕흥해수욕장,문화관광/명소,34.53178259,127.455489,,,,N,N,N,N,N,N,N
데미샘자연휴양림,문화관광/명소,35.6569938,127.46104,www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030074,연중무휴,15:00~11:00,Y,N,N,N,N,N,N
델피노리조트눈썰매장,레저/체육/공원,38.21373519,128.492452,,기간별 상이,"주중 10:00~18:00
금,토 10:00~19:00",Y,N,N,Y,Y,N,N
도갑사성보관,전시/공연,34.75337646,126.662513,www.dogapsamuseum.org/,,,Y,N,N,N,N,N,N
도경마린,레저/체육/공원,35.36559715,129.249165,www.dokyungmarine.com/,연중무휴,00:00-24:00,N,N,N,N,N,N,N
도계공설운동장,레저/체육/공원,37.25673564,129.055013,,,"대관가능 일자 및 시간: 평일 09:00~22:00, 토요일 09:00~22:00, 일요일/공휴일 09:00~22:00",Y,N,N,N,N,N,N
도계야구장,레저/체육/공원,37.21262792,129.044123,,,,N,N,N,N,N,N,N
도계유리나라,문화관광/명소,37.19371311,129.032175,www.dogyeglassworld.kr/,,,Y,N,Y,Y,N,Y,N
도계체육공원,레저/체육/공원,35.25835179,128.641193,,연중무휴,연중무휴,Y,N,N,Y,Y,N,N
도곡근린공원,레저/체육/공원,37.4900516,127.044951,parks.seoul.go.kr/parks/detailView.do?pIdx=66,무휴,00:00~24:00,N,Y,N,N,Y,N,N
도고CC,레저/체육/공원,36.77768589,126.890352,www.dogocc.co.kr/,사전문의,예약제,Y,N,N,N,N,N,N
도구해수욕장,문화관광/명소,35.98163289,129.439131,,,,Y,N,N,Y,Y,N,N
도그베이워터파크,레저/체육/공원,37.71746924,126.974974,,,11:00-20:00,N,N,N,N,N,N,N
도깨비도로,문화관광/명소,33.4326141,126.55678,,,,N,N,N,Y,Y,N,N
도깨비방망이,전시/공연,37.14503836,128.056201,www.xn--9l0bq5h32fgrc8wdjxu.com/,,,N,N,N,N,N,N,N
도나보나,전시/공연,37.78626816,126.69715,www.paodi.com/,"주말,공휴일",09:00~18:00,Y,N,N,N,Y,N,N
도남관광단지,문화관광/명소,34.82599385,128.440033,korean.visitkorea.or.kr/detail/ms_detail.do?cotid=3b32e2a7-2286-49dd-85e8-5b00d1e0ca05,상시개방,상시개방,Y,Y,Y,Y,Y,Y,Y
도농체육공원,레저/체육/공원,37.6079436,127.149337,,,,N,N,N,N,N,N,N
도농체육공원눈썰매장,레저/체육/공원,37.6079436,127.149337,,,,N,N,N,N,N,N,N
도단성경식물원,문화관광/명소,37.81224661,127.117832,,,,N,N,N,N,N,N,N
도담삼봉,문화관광/명소,37.00010475,128.343915,,,,N,N,N,N,Y,N,N
도당근린공원,레저/체육/공원,37.51612838,126.790182,,무휴,00:00~24:00,N,Y,N,Y,Y,N,N
도당근린공원도당산수목원,문화관광/명소,37.51337293,126.790639,,,,Y,N,N,N,Y,N,N
도도리농촌테마파크(2022년12월예정),문화관광/명소,36.59685875,127.286827,,,,N,N,N,N,N,N,N
도동해수욕장,문화관광/명소,34.62597554,128.249779,,무휴,상시개방,Y,N,N,N,Y,N,N
도두마리나,레저/체육/공원,33.5063571,126.463895,www.dodoomarina.com/,,"평일 10:00 - 21:00
금요일 10:00 - 23:30
토요일 10:00 - 23:30
일요일 10:00 - 21:00",N,N,N,N,N,N,N
도라산전망대,문화관광/명소,37.9077205,126.702798,,매주 월요일,10:00 - 17:00,Y,N,N,N,N,N,N
도락산유원지,문화관광/명소,37.83983685,127.025346,,,,N,N,N,N,N,N,N
도래재 자연휴양림,문화관광/명소,35.5564676,128.939358,www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030115,매주 화요일,,N,Y,Y,Y,Y,Y,N
도로도체험장,문화관광/명소,35.9314627,128.673999,,연중무휴,매일 10:00 - 06:00,Y,N,N,N,Y,N,N
도리돌마을항아리탁주체험관,전시/공연,38.05515349,127.38331,www.doridol.com/,,,Y,N,N,N,N,N,N
도리산전망대,문화관광/명소,34.32829686,126.005021,,,,N,N,N,N,N,N,N
도리포유원지,문화관광/명소,35.15793689,126.345659,,연중무휴,00:00-24:00,Y,N,N,N,N,N,N
도무형문화재전수관,전시/공연,35.04062754,128.046575,,,,Y,N,N,N,N,N,N
도봉구야외눈썰매장,레저/체육/공원,37.67920106,127.047211,,,,N,N,N,N,N,N,N
도봉튜빙눈썰매장,레저/체육/공원,37.67920106,127.047211,,,,N,N,N,N,N,N,N
도사곡휴양림,문화관광/명소,37.22295141,128.789679,www.jsimc.or.kr/layout/basic/page/page1/page11.html,연중무휴,"매일
00:00 - 24:00
- 숲속의 집: 당일 15:00 ~ 익일 11:00
- 야영장: 당일 14:00 ~ 익일 12:00",Y,N,N,N,Y,N,N
도산안창호기념관,전시/공연,37.52395086,127.035603,www.ahnchangho.or.kr/,"1월1일, 설/추석 연휴",매일 10:00 - 17:00,N,N,N,Y,Y,Y,N
도솔광장,레저/체육/공원,36.82433374,127.162963,www.cfmc.or.kr,,,N,Y,N,Y,Y,N,N
도스토리연구소,문화관광/명소,37.50109974,126.856233,,,,N,N,N,N,N,N,N
도시재생허브센터,전시/공연,36.64029648,127.489199,www.curs.or.kr/,매주 일요일,09:00~18:00,N,Y,N,Y,Y,Y,N
도시텃밭,문화관광/명소,35.65209811,129.235672,,,,N,N,N,N,N,N,N
도안문화공원풋살장,레저/체육/공원,36.31817167,127.407302,,연중무휴,"매일
06:00 - 22:00
",Y,N,N,N,N,N,N
도양축구장,레저/체육/공원,34.5456318,127.139508,,,,N,N,N,N,N,N,N
도예마당도원,전시/공연,37.61500306,127.739783,,,,N,N,N,N,N,N,N
도예문화원,전시/공연,34.50811294,126.803278,www.celadon.go.kr/contentsView.do?menuId=celadon0302010000,매주 월요일,화~일 09:00~18:00,N,N,N,N,N,N,N
도예학습장,전시/공연,35.10022805,126.581377,,,,N,N,N,N,N,N,N
도원리휴양지,문화관광/명소,38.26733069,128.472892,,,,N,N,N,N,Y,N,N
도원미술관,전시/공연,34.97167166,128.334899,www.goseong.go.kr/tour/board/view.goseong?boardId=BBS_0000168&menuCd=DOM_000000202001000000&dataSid=240979,"매주 월요일, 추석 설날",09:30 - 20:00,Y,N,N,N,N,N,N
도자기빚는비즘,전시/공연,37.59547451,127.383327,bf.ktovisitkorea.com/ms/detail.do?cotId=265f1b2d-abe3-4f9e-91d9-70cf3df00de5,매주 월요일,10:00 - 18:00,Y,N,N,N,Y,N,N
도자기엑스포장,전시/공연,37.27793805,127.426927,,,,N,N,N,N,N,N,N
도자기전시관,전시/공연,37.2377222,127.568315,,,,N,N,N,N,N,N,N
도자기전시관,전시/공연,37.27540971,127.450022,,,,N,N,N,N,N,N,N
도자기전시관,전시/공연,35.77568471,128.127914,,,09:00~18:00,Y,N,N,N,Y,N,N
도자기전시장,전시/공연,37.3090351,127.402278,,,,N,N,N,N,N,N,N
도자기체험관부천토방,전시/공연,37.49486335,126.786769,,,,N,N,N,N,N,N,N
도자연구원,전시/공연,37.57314038,127.940482,www.hsg.go.kr/tour/00000320/00000374.web?amode=view&idx=17,연중무휴, 09:00 ~ 17:00 (예약제 운영),Y,N,N,N,N,N,N
도직해수욕장,문화관광/명소,37.60734195,129.061728,www.gn.go.kr/tour/sub03_02_06.do,,06:00~22:00 (수영가능시간 06:00~18:00),Y,N,N,Y,Y,N,N
도초종합운동장,레저/체육/공원,34.70537194,125.949532,,,,Y,N,N,N,N,N,N
도파니아트홀,전시/공연,35.24295076,128.648588,dopani.modoo.at/,연중무휴,매일 09:00 ~ 22:00,N,N,N,N,N,N,N
도화베이스볼파크,레저/체육/공원,34.50760437,127.316252,,,07:00 - 20:00,N,N,N,N,N,N,N
도화헌미술관,전시/공연,34.44904959,127.326571,www.dowhahun.com/,신정 구정 추석 당일,10:00 - 18:00,Y,N,N,N,N,N,N
독고탁야구장,레저/체육/공원,37.5510209,126.768424,reserv.bucheon.go.kr/site/main/lending/lendingDetail?lending_info_seq=173&inst_cate=01,,"하절기(4-9월)8:00-18:00
동절기(10-3월) 09:00-17:00",Y,N,N,N,N,N,N
독도박물관,전시/공연,37.48341973,130.90088,www.dokdomuseum.go.kr/ko/main.do,연중무휴,"오전 9시 ~ 오후 6시
충분한 관람을 위해서 폐관 30분전까지 입장해 주시기 바랍니다.",Y,N,Y,Y,Y,Y,N
독도상설전시장,전시/공연,37.57184786,126.976168,,"월
정기휴무 (매주 월요일)","화 11:00 - 18:00
수 11:00 - 18:00
목 11:00 - 18:00
금 11:00 - 18:00
토 11:00 - 18:00
일11:00 - 18:00
폐관 20분전 입장마감",N,Y,Y,Y,Y,Y,Y
독도영상관,전시/공연,37.48302945,130.900151,www.dokdomuseum.go.kr/ko/page.do?mnu_uid=355&,,09:00~18:00,Y,N,N,N,N,N,Y
독도의용수비대기념관,전시/공연,37.53786125,130.907016,www.dokdomemorial.or.kr/,"매주 월요일 (월요일이 공휴일인 경우 개관, 다음날 )
1월1일, 설날, 추석 당일 (연휴 일정 홈페이지 및 SNS 공지)
","하절기(3월~10월) 10:00 ~ 18:00
동절기(11월~2월) 10:00 ~ 17:00
종료 30분 전 입장마감",Y,N,N,Y,Y,Y,Y
독도전시관,전시/공연,36.48659299,127.249126,www.sje.go.kr/dokdo,"매주월요일.설날,추석,대체공휴일",09:00-17:00,Y,N,N,N,N,N,N
독도체험관(2023년12월예정),전시/공연,35.09686103,129.01109,,,,N,N,N,N,N,N,N
독도홍보관,전시/공연,37.66834954,126.765681,ilovedokdokorea.imweb.me/1201,,,Y,Y,N,Y,Y,N,Y
독립기념관,전시/공연,37.23197289,127.186829,,,,N,N,N,N,N,N,N
독립기념관,전시/공연,36.781872,127.230398,i815.or.kr/,"매주 월요일(공휴일인 경우 개관)입니다. 단, 상설전시관 외 야외전시, 쉼터 등은 개방합니다.","하절기(3월~10월) : 입장시간 09:30~17:00 / 관람시간 09:30~18:00
동절기(11월~2월) : 입장시간 09:30~16:00 / 관람시간 09:30~17:00",Y,N,Y,Y,Y,Y,Y
독립운동가의거리,문화관광/명소,36.65639588,126.663665,,,,Y,N,N,N,Y,N,N
독립운동기념관,전시/공연,37.65335898,126.629642,,매주 월요일,화~일 10:00~18:00,Y,N,N,Y,N,Y,N
독바위해안,문화관광/명소,37.82489658,124.698247,,연중개방,00:00~24:00,N,N,N,N,Y,N,N
독산동잔디축구장,레저/체육/공원,37.46327361,126.884934,,무휴,00:00~24:00,N,N,N,N,Y,Y,N
독산성산림욕장,문화관광/명소,37.18604432,127.018471,,,,Y,N,N,N,Y,N,N
독산해수욕장,문화관광/명소,36.22611947,126.531542,,,,Y,N,N,Y,N,Y,N
독수정원림,문화관광/명소,35.17545192,127.026378,,,,N,N,N,N,N,N,N
독용산성,문화관광/명소,35.89780684,128.109326,www.heritage.go.kr/heri/cul/culSelectDetail.do?pageNo=1_1_2_0&ccbaCpno=2333701050000,연중무휴,상시개방,Y,N,N,N,Y,N,N
독용산성자연휴양림,문화관광/명소,35.90636658,128.134413,dokyong.foresttrip.go.kr/,매주 화요일,"오후 2시 체크인, 오후 11시 체크아웃",Y,N,N,Y,Y,N,N
독일마을,문화관광/명소,34.79939743,128.040221,xn--q20b22d63gstp7hax35e.com/,,,Y,N,N,Y,Y,Y,N
돈내코유원지,문화관광/명소,33.30140685,126.583574,,,,Y,N,N,N,N,N,N
돈목해수욕장,문화관광/명소,34.60683836,125.82655,,,,N,N,N,N,N,N,N
돈키라이브,전시/공연,37.8113544,127.044916,,,,N,N,N,N,N,N,N
돈키쥬쥬,문화관광/명소,33.47707576,126.556164,,매주 월요일,,Y,Y,N,N,N,N,N
돈화문교육전시장,전시/공연,37.57693514,126.991105,www.seoulmaster.co.kr/,매주 월요일,10:00~17:00,N,N,N,N,N,N,Y
돌공예품전시장,전시/공연,36.01836623,126.944069,,,,Y,N,N,N,N,N,N
돌둥지,문화관광/명소,38.12767831,127.133131,www.naesanri.com/,,매일 00:00 - 24:00,Y,N,N,N,Y,N,Y
돌머리해수욕장,문화관광/명소,35.08702307,126.443638,,,,N,N,N,N,Y,N,N
돌목해변,문화관광/명소,34.4792882,126.047333,,,,N,N,N,N,Y,N,N
돌문화홍보전시관,전시/공연,37.92344665,127.236501,artvalley.pocheon.go.kr/index.html,매월 첫번째 화요일,"수 09:00 - 19:00
목 09:00 - 19:00
금 09:00 - 22:00
토 09:00 - 22:00
일 09:00 - 22:00
월 09:00 - 19:00
화 09:00 - 19:00
- 입장마감(월~목) 18:00 / (금토일) 20:00",Y,N,Y,Y,Y,N,Y
돌미술관,전시/공연,33.30140967,126.388108,waterwindstonemuseum.co.kr,공휴일,"6월-9월2주 10:00 - 17:00, 9월3주-5월 14:00 - 16:30",N,N,N,N,N,N,N
돌산계곡유원지,문화관광/명소,37.84959926,127.339186,,,,N,N,N,N,N,N,N
돌석도예박물관,전시/공연,37.37904684,126.904592,ggmuseum.gg.go.kr/archives/348,매주 월요일,10:00∼19:00,N,Y,N,Y,Y,N,N
돌섬집,문화관광/명소,38.09726673,127.111633,,,,Y,N,N,N,Y,N,N
돌실나이전수교육관,전시/공연,35.13594197,127.240922,docs.google.com/spreadsheets/d/1C5fRypfz_NF5U9H8A9Ebg0F55ivC8eV5/edit#gid=1189221797,,,N,N,N,N,N,N,N
돌안말운동장,레저/체육/공원,37.31324346,126.754497,,,오전 8시부터 오후 6시,Y,N,N,N,Y,N,N
돌틈이해수욕장,문화관광/명소,34.74030818,128.655609,tour.geoje.go.kr/index.geoje,무휴,상시개방,Y,N,N,N,Y,N,N
돌하르방미술관,전시/공연,33.5388475,126.688812,,연중무휴,"4월-10월 09:00 - 18:00, 11월-3월 09:00 - 17:00",Y,N,N,N,Y,N,N
동강급류캠프,레저/체육/공원,37.2308368,128.512806,,,,Y,N,N,N,N,N,N
동강둔치야구장,레저/체육/공원,37.17664289,128.467516,,,,Y,N,N,N,Y,N,N
동강디지털전시관,전시/공연,37.12212827,128.604807,,,,N,N,N,N,N,N,N
동강사진박물관,전시/공연,37.18193994,128.461551,www.dgphotomuseum.com/,신정,09:00~18:00,Y,N,Y,Y,Y,Y,N
동강생태공원생태정보관,전시/공연,37.22820572,128.505455,www.ywmuseum.com/museum/index.do?museum_no=12,"1월1일,매주 월요일",화요일-일요일09:00-18:00,Y,N,N,Y,Y,N,N
동강생태체험학습장,전시/공연,37.36029944,128.623503,www.jsimc.or.kr/layout/basic/page/page1/page13.htmll,,09:00~18:00,Y,N,N,Y,Y,N,N
동강전망자연휴양림,문화관광/명소,37.25962318,128.6079,www.jeongseon.go.kr/tour/jeongseontour/attractions?contentSeq=310&mode=read,연중무휴,상시개방,Y,N,N,Y,Y,N,N
동개해수욕장,문화관광/명소,34.07511476,125.110906,,,,N,N,N,N,Y,N,N
동고산성,문화관광/명소,35.81070277,127.172415,,,,N,N,N,N,Y,N,N
동곡미술관,전시/공연,35.15386307,126.77687,donggokmus.com/,"매주 월요일, 추석 설날 당일",10:00 - 18:00,Y,N,Y,Y,Y,N,N
동곡박물관,전시/공연,36.17809238,127.779596,www.donggokmus.com/,"매주 월요일, 1월 1일, 설(당일), 추석(당일) ※ 전시유물 교체 등에 따른 임시은 별도 공지합니다.",오전 10시 ~ 오후 6시 (5시30분 입장마감),Y,N,N,Y,Y,Y,N
동구구민운동장,레저/체육/공원,37.47718636,126.671507,www.icdonggu.go.kr/open_content/reservation/facility/soccer.jsp,,이용시간 09:00～23:00(야간 사용시 타워(조명)은 필수 사항입니다.,Y,N,N,N,N,N,N
동구리호수공원공연장,전시/공연,35.07412885,126.987603,,,,Y,N,N,N,N,N,N
동구평생학습관,전시/공연,35.50935692,129.429324,www.donggu.ulsan.kr/edu/index.jsp,"토요일, 일요일",월~금 09:00~18:00,N,N,N,N,N,N,N
동국대야구장,레저/체육/공원,37.68059356,126.804279,,,,Y,N,N,Y,Y,Y,N
동국대학교 WISE캠퍼스박물관,전시/공연,35.86479385,129.191031,museum.dongguk.ac.kr/,국정공휴일,평일 10:00 ~ 16:00,Y,N,N,Y,Y,Y,Y
동국대학교일산병원선뮤지엄동국대,전시/공연,37.67643542,126.805564,,,,N,N,N,N,N,N,N
동굴유원지,문화관광/명소,37.7697488,127.382224,,,,Y,N,N,N,N,N,N
동굴형민물고기전시관,전시/공연,36.60703876,129.083007,www.yyg.go.kr/sunbawi/freshwater_fish,,09:00~18:00,N,N,N,N,N,N,N
동그라미영어극장,전시/공연,35.54817094,129.308346,,매주 일요일,공연마다 다름,Y,Y,N,N,N,N,N
동글바위유원지,문화관광/명소,37.20140792,128.506024,,연중무휴,상시개방,N,N,N,N,Y,N,N
동남보건대학박물관,전시/공연,37.29693844,126.987,,,,N,N,N,N,N,N,N
동네작은미술관,전시/공연,37.41769467,127.614338,동네작은미술관.urr.kr/,,"월-금 10:00 - 18:00, 일요일 공휴일 09:00 - 18:00",N,N,N,N,Y,N,N
동녘꿈터,전시/공연,37.64596596,126.781899,,,,N,N,N,N,N,N,N
동대문디자인플라자,전시/공연,37.56804459,127.01089,"ddp.or.kr
",1월 1일 / 설날 / 추석 당일,"여는시간
10:00
닫는시간
20:00",N,Y,Y,Y,Y,Y,Y
동대문역사문화공원,레저/체육/공원,37.56804459,127.01089,korean.visitkorea.or.kr/detail/ms_detail.do?cotid=bd0eb20b-86a9-46ef-8a92-6f3d8264cbba&big_category=undefined&mid_category=undefined&big_area=undefined&referrer=https%3A%2F%2Fkorean.visitkorea.or.kr%2Fkor%2Fbz15%2Fwhere%2Fwhere_tour.jsp%3Fcid%3D1906334,무휴,상시개방,N,Y,Y,Y,Y,Y,Y
동대문역사문화공원동대문운동장기념관,전시/공연,37.56804459,127.01089,,"월, 신정, 설 및 추석 당일",화~일 10:00 ~ 18:00,N,Y,Y,Y,Y,Y,Y
동덕아트갤러리,전시/공연,37.57493292,126.983316,www.gallerydongduk.com/,,10:00 - 18:00,N,Y,N,Y,Y,N,N
동덕여대공연예술센터,전시/공연,37.583699,127.003717,,,,N,N,N,Y,N,N,N
동덕여자대학교공연예술센터,전시/공연,37.58371442,127.003343,www.dongduk.ac.kr/kor/intro/subinstitute05.do,매주 월요일,14:00~22:00,N,N,N,Y,N,Y,N
동덕여자대학교박물관,전시/공연,37.60681483,127.041176,,"주말 휴무
공휴일 휴무","평일 10:00 - 17:00
평일 10:00 - 16:00",N,Y,N,N,N,N,Y
동동동심원,전시/공연,35.72427387,127.023799,,,,Y,N,N,N,N,N,N
동두천문화교육관,전시/공연,37.89324804,127.088752,,,,Y,N,N,N,Y,N,Y
동두천자연휴양림,문화관광/명소,37.88988548,127.13716,"	foresttrip.go.kr/indvz/main.do?hmpgId=ID02030023",매주 월요일,"당일입장 9:00~18:00
숙박시설 24시간 운영
※ 매주 월요일 휴무, 성수기(7~8월) 휴무 없음
입실시간 15:00
퇴실시간 11:00휴일	매주 월요일 휴무입 장 료	성인 2,000원, 청소년 및 군인 1,500원, 아동 1,000원점자블록	점자블록 있음(주출입구)_시각장애인 편의시설출입통로	주출입구는 턱이 없어 휠체어 접근 가능함(수동문)지체장애 기타상세	무장애 산책로, 장애인 샤워실 있음보조견동반	동반가능(보조견 표지 부착)장애인 주차 안내	장애인 주차장 있음(2대)_무장애 편의시설접근로	출입구까지 턱이 없어 휠체어 접근 가능함객실	장애인 객실 있음
",Y,N,N,N,Y,Y,N
동두천종합운동장,레저/체육/공원,37.90083896,127.070497,www.ddc.go.kr/ddc/contents.do?key=639,,,Y,N,N,Y,Y,N,N
동두천종합운동장보조경기장,레저/체육/공원,37.8993846,127.069688,www.ddc.go.kr/ddc/contents.do?key=640,,,Y,N,N,Y,Y,N,N
동락갤러리,전시/공연,35.99690447,128.530687,,,,N,N,N,N,N,N,N
